id,received_time,sender,body,is_transaction,bank,account,amount,balance,txn_type,source
US_CORPUS_00538,1803299794000,93557,"Wells Fargo: You made a purchase of $112.37 at HOME DEPOT #6641 with debit card ending 9111 on 02/22. Available balance: $2,782.55.",1,Wells Fargo,9111,112.37,"2,782.55",DEBIT,CARD
US_CORPUS_00539,1803340096000,24273,"Chase: You made a $64.99 debit card purchase with card ending 7761 at GLOWMART ONLINE on 02/22. Avail bal: $20,501.76.",1,Chase,7761,64.99,"20,501.76",DEBIT,CARD
US_CORPUS_00540,1803368287000,24273,"Chase: You made a $64.99 debit card purchase with card ending 7761 at GLOWMART ONLINE on 02/23. Avail bal: $20,436.77.",1,Chase,7761,64.99,"20,436.77",DEBIT,CARD
US_CORPUS_00541,1803416619000,24273,"Chase: A credit of $64.99 from GLOWMART ONLINE (duplicate charge reversal) posted to acct ...9384 on 02/23. Avail bal: $20,501.76.",1,Chase,9384,64.99,"20,501.76",DEBIT,BANK
US_CORPUS_00542,1803461008000,22000,G-704118 is your Google verification code. Do not share it with anyone.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00543,1803496234000,322632,"Bank of America: Your statement for credit card ending 9111 is ready. Statement balance $4,083.44. Minimum payment due $102.00 by 03/09.",0,Bank of America,,,,OTHER,NONE
US_CORPUS_00544,1803511797000,+14155550132,Hey are we still on for dinner Friday?,0,Unknown,,,,OTHER,NONE
US_CORPUS_00545,1803550781000,24273,"Chase: You made a $92.15 debit card purchase with card ending 7761 at WHOLE FOODS MKT #229 on 02/25. Avail bal: $20,409.61.",1,Chase,7761,92.15,"20,409.61",DEBIT,CARD
US_CORPUS_00546,1803581310000,93557,Wells Fargo: Reminder - your Bill Pay to CITY WATER DEPT for $310.00 is scheduled for 02/27. No funds have been sent yet.,1,Wells Fargo,,310.00,,DEBIT,BANK
US_CORPUS_00547,1803628132000,322632,Bank of America: A purchase of $61.20 at SHELL OIL 3382 was charged to your credit card ending in 9111 on 02/26.,1,Bank of America,9111,61.20,,DEBIT,CARD
US_CORPUS_00548,1803672987000,24273,"Chase: SARAH LOPEZ sent you $210.40 with Zelle(R). Deposited to acct ...9384 on 02/26. Avail bal: $20,620.01.",1,Chase,,210.40,,CREDIT,BANK
US_CORPUS_00549,1803688911000,93557,"Wells Fargo: A Bill Pay payment of $310.00 to CITY WATER DEPT was sent from account ending 4417 on 02/27. Available balance: $2,472.55.",1,Wells Fargo,4417,310.00,"2,472.55",CREDIT,BANK
US_CORPUS_00550,1803706220000,24273,"Chase: You made a $37.80 debit card purchase with card ending 7761 at UBER TRIP HELP.UBER.COM on 02/27. Avail bal: $20,582.21.",1,Chase,7761,37.80,"20,582.21",DEBIT,CARD
US_CORPUS_00551,1803724142000,37777,USPS: We could not deliver your package. Reschedule at usps.example/redelivery.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00552,1803734785000,322632,Bank of America: Your credit card ending 9111 expires 04/28. A replacement card will arrive in 7-10 business days.,0,Bank of America,9111,,,OTHER,CARD
US_CORPUS_00553,1803748193000,93557,"Wells Fargo: You made a purchase of $45.62 at CHEVRON 0091 with debit card ending 9111 on 02/27. Available balance: $2,426.93.",1,Wells Fargo,9111,45.62,"2,426.93",DEBIT,CARD
US_CORPUS_00554,1803796874000,24273,"Chase: You withdrew $200.00 at ATM 7-ELEVEN 3391 with card ending 7761 on 02/28. Avail bal: $20,382.21.",1,Chase,7761,200.00,"20,382.21",DEBIT,CARD
US_CORPUS_00555,1803824104000,24273,"Chase: A non-Chase ATM fee of $3.50 was charged to acct ...9384 on 02/28. Avail bal: $20,378.71.",1,Chase,9384,3.50,"20,378.71",DEBIT,CARD
US_CORPUS_00556,1803865767000,322632,"Bank of America: A refund of $89.99 from WAYFAIR.COM was credited to your credit card ending 9111 on 03/01. Avail credit: $1,945.35.",1,Bank of America,9111,89.99,"1,945.35",CREDIT,CARD
US_CORPUS_00557,1803895587000,24273,"Chase: You sent $88.50 to JOHN MILLER with Zelle(R) from acct ending 9384 on 03/01. Avail bal: $20,290.21.",1,Chase,9384,88.50,"20,290.21",DEBIT,BANK
US_CORPUS_00558,1803932584000,89887,T-MOBILE: Your data plan is upgraded FREE for 3 months. Reply YES to accept. Txt STOP to opt out.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00559,1803952946000,93557,"Wells Fargo: An ATM cash deposit of $340.00 was credited to account ending 4417 on 03/02. Available balance: $2,766.93.",1,Wells Fargo,4417,340.00,"2,766.93",CREDIT,BANK
US_CORPUS_00560,1803977789000,24273,"Chase: You made a $215.63 debit card purchase with card ending 7761 at BEST BUY #442 on 03/02. Avail bal: $20,074.58.",1,Chase,7761,215.63,"20,074.58",DEBIT,CARD
US_CORPUS_00561,1804021237000,54321,CreditKarma: Your credit score changed by +11 points this month. Log in to see what moved.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00562,1804036246000,322632,"Bank of America: A withdrawal/debit of $62.18 (T-MOBILE) posted to account ending 9661 on 03/03. Available balance: $1,169.59.",1,Bank of America,9661,62.18,"1,169.59",DEBIT,BANK
US_CORPUS_00563,1804067612000,24273,"Chase: Your AutoPay payment of $142.66 to CITY POWER & LIGHT was sent from acct ...9384 on 03/03. Avail bal: $19,931.92.",1,Chase,9384,142.66,"19,931.92",CREDIT,BANK
US_CORPUS_00564,1804090899000,+14155550132,Running 10 min late,0,Unknown,,,,OTHER,NONE
US_CORPUS_00565,1804113575000,+14155550132,Running 10 min late,0,Unknown,,,,OTHER,NONE
US_CORPUS_00566,1804128500000,93557,"Wells Fargo: You made a purchase of $133.18 at COSTCO GAS #1189 with debit card ending 9111 on 03/04. Available balance: $2,633.75.",1,Wells Fargo,9111,133.18,"2,633.75",DEBIT,CARD
US_CORPUS_00567,1804147222000,24273,"Chase: You made a $54.27 debit card purchase with card ending 7761 at TRADER JOE'S #552 on 03/04. Avail bal: $19,877.65.",1,Chase,7761,54.27,"19,877.65",DEBIT,CARD
US_CORPUS_00568,1804201129000,322632,Bank of America: A pending authorization of $118.45 at DELTA AIR LINES is on your account ending 9661. Final amount may vary.,1,Bank of America,9661,118.45,,DEBIT,BANK
US_CORPUS_00569,1804230681000,322632,"Bank of America: A withdrawal/debit of $118.45 (DELTA AIR LINES) posted to account ending 9661 on 03/05. Available balance: $1,051.14.",1,Bank of America,9661,118.45,"1,051.14",DEBIT,BANK
US_CORPUS_00570,1804256930000,24273,Chase: Zelle(R) request: MIKE CHEN is requesting $75.00 from you. Reply in the Chase app to send or decline.,1,Chase,,75.00,,DEBIT,BANK
US_CORPUS_00571,1804303632000,24273,"Chase: You made a $11.45 debit card purchase with card ending 7761 at STARBUCKS #2214 on 03/06. Avail bal: $19,866.20.",1,Chase,7761,11.45,"19,866.20",DEBIT,CARD
US_CORPUS_00572,1804342687000,93557,"Wells Fargo: Your debit card ending 9111 was DECLINED at LUXE JEWELERS for $2,480.00 due to insufficient funds. No charge was made.",0,Wells Fargo,,,,OTHER,NONE
US_CORPUS_00573,1804353643000,322632,Bank of America: An interest charge of $47.83 was assessed on your credit card ending 9111 on 03/06.,1,Bank of America,9111,47.83,,DEBIT,CARD
US_CORPUS_00574,1804400544000,24273,Chase: Your statement for acct ...9384 is available online. No action needed.,0,Chase,9384,,,OTHER,NONE
US_CORPUS_00575,1804428170000,93557,"Wells Fargo: You made a purchase of $27.99 at NETFLIX.COM with debit card ending 9111 on 03/07. Available balance: $2,605.76.",1,Wells Fargo,9111,27.99,"2,605.76",DEBIT,CARD
US_CORPUS_00576,1804476709000,322632,Bank of America: A purchase of $132.99 at LOWES #01772 was charged to your credit card ending in 9111 on 03/08.,1,Bank of America,9111,132.99,,DEBIT,CARD
US_CORPUS_00577,1804509517000,24273,Chase: We've updated our online banking terms of service. View them at chase.example/terms.,0,Chase,,,,OTHER,NONE
US_CORPUS_00578,1804552958000,24273,"Chase: You made a $149.00 debit card purchase with card ending 7761 at DELTA AIR LINES on 03/09. Avail bal: $19,717.20.",1,Chase,7761,149.00,"19,717.20",DEBIT,CARD
US_CORPUS_00579,1804603572000,262966,Amazon: Your order #114-7729183 for $54.20 has been placed. You have not been charged yet.,1,Unknown,,54.20,,DEBIT,CARD
US_CORPUS_00580,1804633243000,93557,Wells Fargo: Scheduled transfer notice - $600.00 will be sent from account ending 4417 to CHASE ...9384 on 03/14.,1,Wells Fargo,4417,600.00,,DEBIT,BANK
US_CORPUS_00581,1804654287000,322632,Bank of America: 552901 is your Bank of America authorization code. Never share this code.,0,Bank of America,,,,OTHER,NONE
US_CORPUS_00582,1804665548000,24273,Chase: A hold of $75.00 was placed by SUNOCO 4471 on card ending 7761 pending final amount. This is not a final charge.,1,Chase,7761,75.00,,DEBIT,CARD
US_CORPUS_00583,1804699198000,93557,"Wells Fargo: You made a purchase of $84.05 at TARGET T-2288 with debit card ending 9111 on 03/10. Available balance: $2,521.71.",1,Wells Fargo,9111,84.05,"2,521.71",DEBIT,CARD
US_CORPUS_00584,1804746593000,24273,Chase: Your one-time code is 330975. Don't share it. We'll never call to ask for it.,0,Chase,,,,OTHER,NONE
US_CORPUS_00585,1804798481000,322632,"Bank of America: A provisional credit of $132.00 for your disputed charge at RIDEQUICK INC has been applied to credit card ending 9111 on 03/11. Avail credit: $1,896.53.",1,Bank of America,9111,132.00,"1,896.53",DEBIT,CARD
US_CORPUS_00586,1804841050000,93557,"Wells Fargo: A monthly service fee of $12.00 was charged to account ending 4417 on 03/12. Available balance: $2,509.71.",1,Wells Fargo,4417,12.00,"2,509.71",DEBIT,CARD
US_CORPUS_00587,1804888072000,24273,"Chase: Direct deposit of $3,180.55 from PRISHA APPS INC PAYROLL posted to acct ...9384 on 03/12. Avail bal: $22,897.75.",1,Chase,9384,"3,180.55","22,897.75",CREDIT,BANK
US_CORPUS_00588,1804911719000,93557,"Wells Fargo: A direct deposit of $1,250.00 from NORTHSIDE CLINIC LLC posted to account ending 4417 on 03/13. Available balance: $3,759.71.",1,Wells Fargo,4417,"1,250.00","3,759.71",CREDIT,BANK
US_CORPUS_00589,1804951203000,24273,"Chase: You made a $23.14 debit card purchase with card ending 7761 at CVS/PHARMACY #4417 on 03/13. Avail bal: $22,874.61.",1,Chase,7761,23.14,"22,874.61",DEBIT,CARD
US_CORPUS_00590,1804993160000,672566,"Netflix: Your payment method was updated successfully. If this wasn't you, visit netflix.com/account.",0,Unknown,,,,OTHER,NONE
US_CORPUS_00591,1805036722000,93557,"Wells Fargo: A transfer of $600.00 to CHASE ...9384 was sent from account ending 4417 on 03/14. Available balance: $3,159.71.",1,Wells Fargo,9384,600.00,"3,159.71",DEBIT,BANK
US_CORPUS_00592,1805078861000,24273,"Chase: An external transfer of $600.00 from WELLS FARGO ...4417 was deposited to acct ...9384 on 03/15. Avail bal: $23,474.61.",1,Chase,4417,600.00,"23,474.61",CREDIT,BANK
US_CORPUS_00593,1805132981000,322632,Bank of America: A purchase of $28.75 at CHIPOTLE 1187 was charged to your credit card ending in 9111 on 03/15.,1,Bank of America,9111,28.75,,DEBIT,CARD
US_CORPUS_00594,1805180726000,24273,"Chase: Your payment of $1,500.00 to BANK OF AMERICA CARD 9111 from acct ...9384 is scheduled for 03/21. No funds have been sent yet.",1,Chase,9384,"1,500.00",,CREDIT,CARD
US_CORPUS_00595,1805189996000,24273,"Chase: You made a $88.30 debit card purchase with card ending 7761 at APPLE.COM/BILL on 03/16. Avail bal: $23,386.31.",1,Chase,7761,88.30,"23,386.31",DEBIT,CARD
US_CORPUS_00596,1805221811000,37777,USPS: Your package 9405511899223197428490 was delivered to your front door.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00597,1805241287000,93557,"Wells Fargo: You made a purchase of $19.75 at DUNKIN #33812 with debit card ending 9111 on 03/16. Available balance: $3,139.96.",1,Wells Fargo,9111,19.75,"3,139.96",DEBIT,CARD
US_CORPUS_00598,1805271588000,24273,"Chase: Interest of $12.36 was credited to your savings account ending 5520 on 03/17. Savings bal: $5,012.36.",1,Chase,5520,12.36,"5,012.36",CREDIT,BANK
US_CORPUS_00599,1805304150000,322632,"Bank of America ALERT: The balance on account ending 9661 is below your $500.00 threshold. Current balance: $1,051.14.",0,Bank of America,,,,OTHER,NONE
US_CORPUS_00600,1805350265000,24273,"Chase: You made a purchase of 54.90 EUR (USD $59.72) with card ending 7761 at BRASSERIE LE MARAIS PARIS FR on 03/18. Avail bal: $23,326.59.",1,Chase,7761,59.72,"23,326.59",DEBIT,CARD
US_CORPUS_00601,1805380489000,24273,Chase: A foreign transaction fee may apply to purchases made outside the U.S. Learn more at chase.example/travel.,0,Chase,,,,OTHER,CARD
US_CORPUS_00602,1805421186000,93557,"Wells Fargo: Suspicious charge of $899.00 at BIGBOX ELECTRONICS on debit card ending 9111. Reply 1 if this was you, 2 if it was not.",1,Wells Fargo,9111,899.00,,DEBIT,CARD
US_CORPUS_00603,1805444688000,24273,"Chase: A wire transfer of $2,000.00 to MERIDIAN TITLE CO was sent from acct ...9384 on 03/19. Avail bal: $21,326.59.",1,Chase,9384,"2,000.00","21,326.59",DEBIT,BANK
US_CORPUS_00604,1805466479000,24273,"Chase: An outgoing wire fee of $25.00 was charged to acct ...9384 on 03/19. Avail bal: $21,301.59.",1,Chase,9384,25.00,"21,301.59",DEBIT,CARD
US_CORPUS_00605,1805476683000,89887,SPECTRUM: Your area now has 1 Gig internet. Bundle and save $30/mo. Reply INFO. Txt STOP to opt out.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00606,1805490768000,24273,"Chase: Your transfer of $1,200.00 from savings ...5520 to checking ...9384 is complete on 03/19. Savings bal: $3,812.36.",1,Chase,5520,"1,200.00","3,812.36",DEBIT,BANK
US_CORPUS_00607,1805537786000,24273,"Chase: A transfer of $1,200.00 from savings ...5520 was deposited to checking ...9384 on 03/20. Avail bal: $22,501.59.",1,Chase,5520,"1,200.00","22,501.59",CREDIT,BANK
US_CORPUS_00608,1805571333000,322632,Bank of America: A purchase of $96.40 at KROGER #8812 was charged to your credit card ending in 9111 on 03/20.,1,Bank of America,9111,96.40,,DEBIT,CARD
US_CORPUS_00609,1805604749000,24273,"Chase: Your online payment of $1,500.00 to BANK OF AMERICA CARD 9111 from acct ...9384 is complete on 03/21. Avail bal: $21,001.59.",1,Chase,9384,"1,500.00","21,001.59",CREDIT,CARD
US_CORPUS_00610,1805620142000,322632,"Bank of America: We received your payment of $1,500.00 on credit card ending 9111 on 03/21. Thank you. Avail credit: $3,271.38.",1,Bank of America,9111,"1,500.00","3,271.38",CREDIT,CARD
US_CORPUS_00611,1805642660000,322632,Bank of America: A withdrawal/debit of $74.30 (STATE FARM INS) posted to account ending 9661 on 03/21. Available balance: $976.84.,1,Bank of America,9661,74.30,976.84,DEBIT,BANK
US_CORPUS_00612,1805660587000,24273,"Chase: You made a $76.55 debit card purchase with card ending 7761 at PETCO #331 on 03/21. Avail bal: $20,925.04.",1,Chase,7761,76.55,"20,925.04",DEBIT,CARD
US_CORPUS_00613,1805674303000,24273,"Chase: You made a $76.55 debit card purchase with card ending 7761 at PETCO #331 on 03/22. Avail bal: $20,925.04.",1,Chase,7761,76.55,"20,925.04",DEBIT,CARD
US_CORPUS_00614,1805722956000,22000,"Google: New sign-in to your account from a Windows device. If this wasn't you, secure your account.",0,Unknown,,,,OTHER,NONE
US_CORPUS_00615,1805738990000,55123,CoinRush: BTC is moving! Deposit $100 and get $100 bonus. coinrush.example/go. Txt STOP to end.,0,Unknown,,,,CREDIT,NONE
US_CORPUS_00616,1805775345000,93557,"Wells Fargo: You made a purchase of $62.40 at SAFEWAY #2210 with debit card ending 9111 on 03/23. Available balance: $3,077.56.",1,Wells Fargo,9111,62.40,"3,077.56",DEBIT,CARD
US_CORPUS_00617,1805807633000,24273,Chase: Your one-time code is 812440. Don't share it. We'll never call to ask for it.,0,Chase,,,,OTHER,NONE
US_CORPUS_00618,1805821082000,93557,Wells Fargo: Your February statement for account ending 4417 is now available in Wells Fargo Online.,0,Wells Fargo,4417,,,OTHER,NONE
US_CORPUS_00619,1805850728000,24273,Chase: Paperless statements are now ON for acct ...9384. Manage alerts in the Chase app.,0,Chase,9384,,,OTHER,NONE
US_CORPUS_00620,1805907600000,24273,Chase: Your one-time code is 249071. Don't share it. We'll never call to ask for it.,0,Chase,,,,OTHER,NONE
US_CORPUS_00621,1805930682000,24273,"Chase: Your mobile deposit of $4,200.00 to acct ...9384 was received on 03/24. $225.00 is available now; the rest will be available on 04/06. Avail bal: $25,125.04.",1,Chase,9384,"4,200.00","25,125.04",CREDIT,BANK
US_CORPUS_00622,1805984421000,322632,Bank of America: Your credit card ending 9111 statement has closed. Minimum payment due $82.00 by 04/14. AutoPay will draft from account ending 9661 on 04/12.,0,Bank of America,,,,OTHER,NONE
US_CORPUS_00623,1806011421000,93557,"Wells Fargo: You made a purchase of $92.44 at SPROUTS FARMERS MKT with debit card ending 9111 on 03/25. Available balance: $2,985.12.",1,Wells Fargo,9111,92.44,"2,985.12",DEBIT,CARD
US_CORPUS_00624,1806055454000,89887,GEICO: You could save 15% in 15 minutes. Get a quote at geico.example/quote. Txt STOP to opt out.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00625,1806086484000,24273,"Chase: You made a $47.85 debit card purchase with card ending 7761 at EXXONMOBIL 4412 on 03/26. Avail bal: $25,077.19.",1,Chase,7761,47.85,"25,077.19",DEBIT,CARD
US_CORPUS_00626,1806113259000,24273,"Chase: Direct deposit of $2,400.00 from PRISHA APPS INC PAYROLL posted to acct ...9384 on 03/27. Avail bal: $27,477.19.",1,Chase,9384,"2,400.00","27,477.19",CREDIT,BANK
US_CORPUS_00627,1806167295000,93557,"Wells Fargo: A direct deposit of $780.55 from PRISHA APPS INC PAYROLL posted to account ending 4417 on 03/27. Available balance: $3,765.67.",1,Wells Fargo,4417,780.55,"3,765.67",CREDIT,BANK
US_CORPUS_00628,1806222156000,24273,Chase: Your paycheck from PRISHA APPS INC is now split across 2 accounts. Manage direct deposit in the Chase app.,0,Chase,,,,CREDIT,NONE
US_CORPUS_00629,1806269454000,322632,Bank of America: An authorized user card ending 3040 has been added to your credit card account ending 9111. The card will arrive in 5-7 days.,0,Bank of America,3040,,,OTHER,CARD
US_CORPUS_00630,1806318049000,37777,USPS: Your package 9400111899223197461122 will be delivered today between 2pm and 6pm.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00631,1806337713000,322632,Bank of America: A purchase of $210.75 at NORDSTROM 0451 was charged to authorized user card ending 3040 on your account ending 9111 on 03/29.,1,Bank of America,3040,210.75,,DEBIT,CARD
US_CORPUS_00632,1806376026000,+14155550132,Can you grab milk on the way home?,0,Unknown,,,,OTHER,NONE
US_CORPUS_00633,1806386104000,24273,Chase: A temporary hold of $125.00 was placed by SUNOCO 8871 on card ending 7761. The final amount will be charged when the pump total is known.,1,Chase,7761,125.00,,DEBIT,CARD
US_CORPUS_00634,1806406903000,24273,"Chase: Your card ending 7761 was charged the final amount of $61.28 at SUNOCO 8871 on 03/30. Avail bal: $27,415.91.",1,Chase,7761,61.28,"27,415.91",DEBIT,CARD
US_CORPUS_00635,1806454643000,93557,"Wells Fargo: You made a purchase of $58.20 at KROGER #8812 with debit card ending 9111 on 03/31. Available balance: $3,707.47.",1,Wells Fargo,9111,58.20,"3,707.47",DEBIT,CARD
US_CORPUS_00636,1806467352000,93557,"Wells Fargo: A debit card purchase of $58.20 at KROGER #8812 has posted to your account ending 4417. Available balance: $3,707.47.",1,Wells Fargo,4417,58.20,"3,707.47",DEBIT,CARD
US_CORPUS_00637,1806518338000,55123,CHASE-ALERT: Your account has been LOCKED for unusual activity. Restore access now at chase-secure-verify.example/unlock,0,Chase,,,,OTHER,NONE
US_CORPUS_00638,1806546205000,24273,"Chase: You sent $145.00 to DANA WU with Zelle(R) from acct ending 9384 on 04/01. Avail bal: $27,270.91.",1,Chase,9384,145.00,"27,270.91",DEBIT,BANK
US_CORPUS_00639,1806557109000,24273,"Chase: Your Zelle(R) payment of $145.00 to DANA WU was returned because the recipient never enrolled. $145.00 was credited back to acct ...9384 on 04/01. Avail bal: $27,415.91.",1,Chase,9384,145.00,"27,415.91",CREDIT,BANK
US_CORPUS_00640,1806610822000,24273,Chase: Zelle(R): DANA WU has now enrolled. Open the Chase app if you still want to send $145.00.,1,Chase,,145.00,,DEBIT,BANK
US_CORPUS_00641,1806620316000,24273,"Chase: You have 9,384 Ultimate Rewards points available. Redeem for travel at chase.example/rewards.",0,Chase,,,,OTHER,NONE
US_CORPUS_00642,1806632643000,24273,"Chase: A My Plan installment plan was created for your $480.00 purchase at PELOTON INTERACTIVE. 4 monthly payments of $120.00: today, 05/02, 06/02 and 07/02.",1,Chase,,480.00,,DEBIT,CARD
US_CORPUS_00643,1806641783000,24273,"Chase: You made a $120.00 debit card purchase with card ending 7761 at PELOTON INTERACTIVE (My Plan payment 1 of 4) on 04/02. Avail bal: $27,295.91.",1,Chase,7761,120.00,"27,295.91",DEBIT,CARD
US_CORPUS_00644,1806659636000,322632,"Bank of America: A deposit of $250.00 (MOBILE DEPOSIT) posted to account ending 9661 on 04/02. Available balance: $1,226.84.",1,Bank of America,9661,250.00,"1,226.84",CREDIT,BANK
US_CORPUS_00645,1806712262000,322632,"Bank of America: A monthly maintenance fee of $12.00 was charged to account ending 9661 on 04/03. Available balance: $1,214.84.",1,Bank of America,9661,12.00,"1,214.84",DEBIT,CARD
US_CORPUS_00646,1806722745000,322632,"Bank of America: As a courtesy we reversed the $12.00 maintenance fee on account ending 9661 on 04/03. Available balance: $1,226.84.",0,Bank of America,,,,OTHER,NONE
US_CORPUS_00647,1806736425000,672566,Netflix: Your Standard plan price changes to $24.99/mo starting with your next bill on 04/02. No action needed.,1,Unknown,,24.99,,DEBIT,BANK
US_CORPUS_00648,1806756514000,24273,"Chase: You made a $24.99 debit card purchase with card ending 7761 at NETFLIX.COM on 04/03. Avail bal: $27,270.92.",1,Chase,7761,24.99,"27,270.92",DEBIT,CARD
US_CORPUS_00649,1806783808000,93557,Wells Fargo: Reminder - an ACH debit of $186.40 for CITY OF AUSTIN UTILITIES is scheduled to post on 04/11.,1,Wells Fargo,,186.40,,DEBIT,BANK
US_CORPUS_00650,1806806031000,24273,"Chase: You made a $156.20 debit card purchase with card ending 7761 at PATAGONIA.COM on 04/04. Avail bal: $27,114.72.",1,Chase,7761,156.20,,DEBIT,CARD
US_CORPUS_00651,1806817803000,93557,"Wells Fargo: An ACH debit of $412.66 (SUMMIT AUTO FINANCE) posted to account ending 4417 on 04/04. Available balance: $3,294.81.",1,Wells Fargo,4417,412.66,"3,294.81",DEBIT,BANK
US_CORPUS_00652,1806848896000,24273,"Chase: An ACH credit of $1,842.00 from IRS TREAS 310 TAX REF posted to acct ...9384 on 04/04. Avail bal: $28,956.72.",1,Chase,9384,"1,842.00","28,956.72",DEBIT,BANK
US_CORPUS_00653,1806870858000,22000,G-880412 is your Google verification code. Do not share it with anyone.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00654,1806914757000,322632,Bank of America: A purchase of $88.12 at REI CO-OP 0117 was charged to your credit card ending in 9111 on 04/05.,1,Bank of America,9111,88.12,,DEBIT,CARD
US_CORPUS_00655,1806962157000,24273,"Chase: To finish linking your external account, verify the two small deposits we sent. They will be withdrawn automatically.",0,Chase,,,,CREDIT,NONE
US_CORPUS_00656,1806980366000,24273,"Chase: A deposit of $0.32 (ACCOUNT VERIFICATION) posted to acct ...9384 on 04/06. Avail bal: $28,957.04.",1,Chase,9384,0.32,"28,957.04",CREDIT,BANK
US_CORPUS_00657,1807001732000,24273,"Chase: A deposit of $0.47 (ACCOUNT VERIFICATION) posted to acct ...9384 on 04/06. Avail bal: $28,957.51.",1,Chase,9384,0.47,"28,957.51",CREDIT,BANK
US_CORPUS_00658,1807017051000,24273,"Chase: A withdrawal of $0.79 (ACCOUNT VERIFICATION REVERSAL) posted to acct ...9384 on 04/06. Avail bal: $28,956.72.",1,Chase,9384,0.79,"28,956.72",DEBIT,BANK
US_CORPUS_00659,1807026975000,24273,Chase: Your funds from the 03/24 mobile deposit are now fully available. No action needed.,0,Chase,,,,CREDIT,NONE
US_CORPUS_00660,1807074956000,93557,"Wells Fargo: You made a purchase of $33.15 at TIM HORTONS 4471 with debit card ending 9111 on 04/07. Available balance: $3,261.66.",1,Wells Fargo,9111,33.15,"3,261.66",DEBIT,CARD
US_CORPUS_00661,1807094766000,24273,"Chase: You withdrew 200.00 CAD (USD $147.62) at ATM SCOTIABANK TORONTO ON with card ending 7761 on 04/07. Avail bal: $28,809.10.",1,Chase,7761,147.62,"28,809.10",DEBIT,CARD
US_CORPUS_00662,1807120145000,24273,"Chase: An international ATM fee of $5.00 was charged to acct ...9384 on 04/07. Avail bal: $28,804.10.",1,Chase,9384,5.00,"28,804.10",DEBIT,CARD
US_CORPUS_00663,1807150241000,24273,"Chase: A foreign currency conversion fee of $4.43 was charged to acct ...9384 on 04/08. Avail bal: $28,799.67.",1,Chase,9384,4.43,"28,799.67",DEBIT,CARD
US_CORPUS_00664,1807196106000,24273,Chase: Thanks for letting us know you're traveling. Your cards will work in CANADA through 04/12.,0,Chase,,,,OTHER,CARD
US_CORPUS_00665,1807250744000,89887,"PLANET FITNESS: Join for $1 down, $10/mo. Offer ends Sunday. Reply JOIN. Txt STOP to opt out.",0,Unknown,,,,OTHER,NONE
US_CORPUS_00666,1807285063000,322632,"Bank of America: An annual membership fee of $95.00 was charged to your credit card ending 9111 on 04/09. Avail credit: $2,877.51.",1,Bank of America,9111,95.00,"2,877.51",DEBIT,CARD
US_CORPUS_00667,1807332947000,322632,Bank of America: A purchase of $66.30 at SEPHORA 0912 was charged to authorized user card ending 3040 on your account ending 9111 on 04/10.,1,Bank of America,3040,66.30,,DEBIT,CARD
US_CORPUS_00668,1807343032000,54321,CreditKarma: Your TransUnion score dropped 8 points. A new account was reported. Log in to review.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00669,1807395970000,24273,"Chase: You made a $22.40 debit card purchase with card ending 7761 at LYFT RIDE on 04/10. Avail bal: $28,777.27.",1,Chase,7761,22.40,"28,777.27",DEBIT,CARD
US_CORPUS_00670,1807432381000,93557,"Wells Fargo: An ACH debit of $186.40 (CITY OF AUSTIN UTILITIES) posted to account ending 4417 on 04/11. Available balance: $3,075.26.",1,Wells Fargo,4417,186.40,"3,075.26",DEBIT,BANK
US_CORPUS_00671,1807468293000,86753,Venmo: Priya Raman requested $22.50 from you for 'coffee run'. Open Venmo to pay or decline.,1,Unknown,,22.50,,DEBIT,BANK
US_CORPUS_00672,1807496582000,322632,"Bank of America: Your AutoPay minimum payment of $82.00 was drafted from account ending 9661 on 04/12. Available balance: $1,144.84.",1,Bank of America,9661,82.00,"1,144.84",CREDIT,BANK
US_CORPUS_00673,1807546956000,322632,"Bank of America: We received your AutoPay payment of $82.00 on credit card ending 9111 on 04/12. Avail credit: $2,893.21.",1,Bank of America,9111,82.00,"2,893.21",CREDIT,CARD
US_CORPUS_00674,1807578739000,24273,"Chase: You made a $68.75 debit card purchase with card ending 7761 at PUBLIX #1120 on 04/13. Avail bal: $28,708.52.",1,Chase,7761,68.75,"28,708.52",DEBIT,CARD
US_CORPUS_00675,1807605815000,262966,Amazon: Your order of 2 items has shipped and arrives tomorrow. Track: amzn.example/t/QK2210.,0,Unknown,,,,OTHER,NONE
US_CORPUS_00676,1807631556000,24273,"Chase: Your transfer of $1,000.00 from checking ...9384 to savings ...5520 is complete on 04/13. Checking avail bal: $27,708.52.",1,Chase,9384,"1,000.00","27,708.52",DEBIT,BANK
US_CORPUS_00677,1807669926000,24273,"Chase: A transfer of $1,000.00 from checking ...9384 was deposited to savings ...5520 on 04/14. Savings bal: $4,812.36.",1,Chase,9384,"1,000.00","4,812.36",CREDIT,BANK
